TITLE,LIKES,SHARES
"The US, through the Norwegian People’s Aid (NPA), on March 9 signed a cooperative agreement to provide $6,355,720 in grants for the Cambodian Mine Action Centre (CMAC) to support the clearance of cluster munitions-affected areas for 45 months from March until November 2025.",0,0
"The Cambodian embassy in Malaysia on March 9 issued a notice to Cambodian people, students and workers who are staying, studying and working there that the country was set to reopen.",23,2
"Anti-tank mine kills boy, 13, in Battambang tragedy at barracks site",57,6
"Royal Academy of Cambodia president Sok Touch, in collaboration with the South Tonle Sap Fisheries Administration Inspectorate forces, has stepped up enforcement of fishing regulations and seized illegal fishing equipment in provinces surrounding the Tonle Sap Lake.",12,1
[Advertorial] Oil prices rising on Russia-Ukraine instability,7,0
Minister of Interior Sar Kheng said the 2022 commune council election scheduled for June 5 would mark 20 years in which Cambodia has effectively practiced democracy and sub-national reform.,2,1
"One new death, 214 Omicron community cases in Cambodia",10,0
"The Centre for Effective Dispute Resolution (CEDR), a London-headquartered mediation and alternative dispute resolution body, recently accredited 16 new Cambodia-based commercial mediators, according to a joint statement on March 9.",1,1
A student's parent and the principal of a high school in Battambang province are at odds after the latter temporarily seized phones from students.,38,1
"Two Cambodians have fled Ukraine to neighbouring Poland amid the ongoing conflict with Russia, with the Kingdom’s embassy officials in the nearest European countries urging them to seek temporary assistance from humanitarian NGOs while they found ways to help them.",7,0
"Cambodia will donate 10 vaccination vehicles to Laos in a handover ceremony slated to take place on March 12 at the Trapeang Kriel International Border checkpoint in Stung Treng province, bordering Laos’ Champasak province.",56,2
"Most plastic “advanced recycling” plants in the US are not actually recycling plastic but instead converting it into a dirty fuel, while producing toxic waste in low-income communities, a study by a leading environmental group said on Monday.",10,0
"Tra fish prices in Vietnam have hit a new high since 2019, but insiders are concerned that high prices do not bode well for farmers.",4,0
"In Opinion:
Gender equality in Cambodia: Women in leadership, peace and security",20,2
"Vietnam plans to strengthen and expand aquaculture cooperation with Cambodia, and provide the Kingdom with modern technology in a bid to spur development in the sector, according to the Ministry of Agriculture, Forestry and Fisheries.",15,3
A private firm has submitted proposals to invest in 16 small ecotourism projects in Bokor National Park which are currently being assessed by the Ministry of Environment.,14,3
"Improvements to Southeast Asia’s road and rail networks are increasing the reliability of international ground shipping services in the region. In addition, supply chains have had to be reexamined amid lasting maritime shipping disruptions during the pandemic.",12,1
China on Monday (March 7) said that parties negotiating the South China Sea Code of Conduct (COC) need to prevent “external interference” in the neighbourhood.,9,0
"Asian markets fell further March 8, oil prices rallied again and nickel surged to above $100,000 as investors try to assess the impact of the Russia-Ukraine conflict on the world economy.",0,1
"The Cambodia Securities Exchange (CSX) has announced plans for all market-listed securities firms to connect their own trading platforms to a synchronised market from next year, in a bid to improve integration of technological infrastructure and maintain international competitiveness.",5,1
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon brought emergency assistance to 300 vulnerable families affected by Covid-19 in Chongkal district of Oddar Meanchey province.",3,0
"The Apsara National Authority (ANA) will fell and remove more than 100 trees from three important temple sites and some other areas in Prasat Bakong district and Siem Reap town, as they have a high risk of damaging temple grounds and important sites in the Angkor Archaeological Park.",10,0
The groundbreaking ceremony for the Anlong Veng Win-Win Monument in Oddar Meanchey province’s Anlong district is scheduled for March 9 and will be presided over Minister of National Defence Tea Banh.,1,1
The Forestry Administration signed a memorandum of understanding (MoU) with the Asian Forest Cooperation Organisation (AFoCO) on March 7 to launch a project on afforestation along with sustainable agriculture and community forest management.,2,0
The Ministry of Post and Telecommunications and the Cambodian Association of Finance and Technology (CAFT) have joined hands to increase cooperation on the promotion of digital technology and facilitate more effective communication in the banking and financial sector.,2,1
